TBJ_JFET  -THD
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.600
Resolución de ploteo = 400.0 puntos por período

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.003900	-0.059705	 15.066813	 1.557900
 0.003912	-0.058536	 15.792121	 1.558299
 0.003925	-0.056904	 16.860857	 1.558857
 0.003937	-0.054816	 18.329842	 1.559576
 0.003950	-0.052284	 20.278063	 1.560453
 0.003962	-0.049320	 22.812300	 1.561488
 0.003975	-0.045944	 26.074528	 1.562678
 0.003987	-0.042177	 30.251659	 1.564018
 0.004000	-0.038045	 35.587994	 1.565506
 0.004012	-0.033574	 42.400944	 1.567134
 0.004025	-0.028798	 51.100365	 1.568896
 0.004037	-0.023748	 62.211819	 1.570783
 0.004050	-0.018463	 76.403503	 1.572785
 0.004062	-0.012980	 94.516068	 1.574892
 0.004075	-0.007340	 117.593300	 1.577091
 0.004087	-0.001586	 146.910110	 1.579367
 0.004100	 0.004239	 183.992264	 1.581704
 0.004112	 0.010089	 230.619675	 1.584087
 0.004125	 0.015921	 288.802368	 1.586495
 0.004137	 0.021688	 360.716064	 1.588910
 0.004150	 0.027345	 448.583435	 1.591312
 0.004162	 0.032847	 554.489014	 1.593678
 0.004175	 0.038150	 680.120300	 1.595988
 0.004187	 0.043211	 826.439880	 1.598218
 0.004200	 0.047988	 993.307800	 1.600347
 0.004212	 0.052443	 1179.094360	 1.602352
 0.004225	 0.056538	 1380.342163	 1.604213
 0.004238	 0.060237	 1591.554810	 1.605909
 0.004250	 0.063511	 1805.190918	 1.607421
 0.004263	 0.066329	 2011.931885	 1.608731
 0.004275	 0.068666	 2201.251221	 1.609824
 0.004288	 0.070501	 2362.270508	 1.610685
 0.004300	 0.071815	 2484.816895	 1.611305
 0.004313	 0.072595	 2560.534180	 1.611673
 0.004325	 0.072831	 2583.887451	 1.611785
 0.004338	 0.072517	 2552.871582	 1.611636
 0.004350	 0.071652	 2469.298584	 1.611228
 0.004363	 0.070239	 2338.602295	 1.610562
 0.004375	 0.068285	 2169.194336	 1.609645
 0.004388	 0.065801	 1971.479736	 1.608485
 0.004400	 0.062803	 1756.713135	 1.607093
 0.004413	 0.059312	 1535.872437	 1.605484
 0.004425	 0.055351	 1318.721313	 1.603672
 0.004438	 0.050948	 1113.153320	 1.601677
 0.004450	 0.046134	 924.871399	 1.599518
 0.004463	 0.040944	 757.369873	 1.597216
 0.004475	 0.035416	 612.155273	 1.594794
 0.004488	 0.029591	 489.119019	 1.592274
 0.004500	 0.023511	 386.971771	 1.589681
 0.004513	 0.017223	 303.670166	 1.587037
 0.004525	 0.010773	 236.786423	 1.584367
 0.004538	 0.004211	 183.796738	 1.581693
 0.004550	-0.002414	 142.283051	 1.579037
 0.004563	-0.009051	 110.057091	 1.576421
 0.004575	-0.015649	 85.221191	 1.573863
 0.004588	-0.022157	 66.183769	 1.571383
 0.004600	-0.028526	 51.645000	 1.568997
 0.004613	-0.034705	 40.565971	 1.566720
 0.004625	-0.040646	 32.130634	 1.564568
 0.004638	-0.046303	 25.706900	 1.562551
 0.004650	-0.051632	 20.810637	 1.560680
 0.004663	-0.056590	 17.074339	 1.558965
 0.004675	-0.061138	 14.220991	 1.557414
 0.004688	-0.065241	 12.043034	 1.556032
 0.004700	-0.068864	 10.385804	 1.554826
 0.004713	-0.071979	 9.134804	 1.553799
 0.004725	-0.074561	 8.206062	 1.552955
 0.004738	-0.076588	 7.539004	 1.552298
 0.004750	-0.078043	 7.091269	 1.551828
 0.004763	-0.078914	 6.835092	 1.551548
 0.004775	-0.079192	 6.754963	 1.551459
 0.004788	-0.078875	 6.846321	 1.551561
 0.004800	-0.077963	 7.115204	 1.551854
 0.004813	-0.076462	 7.578843	 1.552338
 0.004825	-0.074382	 8.267212	 1.553013
 0.004838	-0.071739	 9.225758	 1.553877
 0.004850	-0.068552	 10.519498	 1.554929
 0.004863	-0.064844	 12.238953	 1.556165
 0.004875	-0.060643	 14.508343	 1.557582
 0.004888	-0.055980	 17.496826	 1.559175
 0.004900	-0.050890	 21.433559	 1.560939
 0.004913	-0.045413	 26.627628	 1.562866
 0.004925	-0.039589	 33.493935	 1.564948
 0.004938	-0.033463	 42.586105	 1.567175
 0.004950	-0.027082	 54.637157	 1.569534
